Stop,StopTranslated,Fish,FishTranslated,BaitRagworm,BaitKrill,BaitPlumpWorm,BaitVersatileLure,BaitSpecial,BaitMooch,BaitSpecialType,BaitSpecialTypeTranslated,BaitMoochType,BaitMoochTypeTranslated,BestBait,BestBaitTranslated,Points,DH,TH,Bite,Hookset,hooksetName,WeatherFairSkies,WeatherClouds,WeatherFog,WeatherSpecial1,WeatherSpecial2,WeatherClearSkies,WeatherSpecial1Type,WeatherSpecial1TypeTranslated,WeatherSpecial2Type,WeatherSpecial2TypeTranslated,TimeFrameDay,TimeFrameSunset,TimeFrameNight,Stars,Mission,Species,SpeciesTranslated,Intuition,FabledTable,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,Route12
Rhotano,ロータノ海,Lampfish,ランプフィッシュ,11 - 16,11 - 16,11 - 16,11 - 16,,,,,,,Ragworm,イワイソメ,47,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Dust Storms,砂塵,Heat Waves,灼熱波,,,,3,F,Fugu,フグ,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,Spectral Bass,スペクトラルバス,21 - 36,21 - 36,21 - 36,23 - 38,,,,,,,Plump Worm,ファットワーム,100,1,1,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,No,Dust Storms,砂塵,Heat Waves,灼熱波,,,,4,,,,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,I!Sabaton,シーサバトン,,11 - 19,,,,,,,,,Krill,クリル,204,1,1,!!!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Dust Storms,砂塵,Heat Waves,灼熱波,,,,4,,,,"(60s) x2 <img class=""iconMini"" src=""../img/fish/Crimson Monkfish.png"" alt=""クリムゾンモンクフィッシュ"" data-bs-toggle=""popover"" data-bs-trigger=""hover"" data-bs-content=""クリムゾンモンクフィッシュ"" tabindex=""0"">",No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,Aronnax,アロナクス,2 - 3,2 - 3,2 - 3,4 - 6,2 - 3,,Rat Tail,ラットの尾,,,Krill,クリル,95,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,Sweeper,フラッフィー,5 - 7,,5 - 7,7 - 8,,,Rat Tail,ラットの尾,,,Plump Worm,ファットワーム,216,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,No,No,4,S,Shark,サメ,,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
Rhotano,ロータノ海,T!Silencer,サイレンサー,3 - 4,3 - 4,3 - 4,4 - 7,5 - 7,,Rat Tail,ラットの尾,,,Ragworm,イワイソメ,89,4,7,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,F,Fugu,フグ,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,T!Deep-sea Eel,ディープシーイール,5 - 9,5 - 9,5 - 9,7 - 11,5 - 9,,Rat Tail,ラットの尾,,,Plump Worm,ファットワーム,81,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,Executioner,エクスキューショナー,,,6 - 9,8 - 12,,,Rat Tail,ラットの尾,,,Plump Worm,ファットワーム,216,4,7,!!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,No,No,4,S,Shark,サメ,,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
Rhotano,ロータノ海,Floating Saucer,フローティングソーサー,,7 - 11,,9 - 13,,,Rat Tail,ラットの尾,,,Krill,クリル,222,4,7,!,Precision,プレシジョンフッキング,,,,,,,,,,,No,No,Yes,4,,Jellyfish,クラゲ,,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
Rhotano,ロータノ海,True Barramundi,バラマンディ,3.5 - 6,3.5 - 6,3.5 - 6,5 - 9,3.5 - 6,,Rat Tail,ラットの尾,,,Krill,クリル,95,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,Prodigal Son,プロディガルサン,3.5 - 6,3.5 - 6,3.5 - 6,5 - 9,3.5 - 6,,Rat Tail,ラットの尾,,,Krill,クリル,95,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,ロータノ海,Slipsnail,スネイルフィッシュ,5 - 7,,,6 - 9,,,Rat Tail,ラットの尾,,,Ragworm,イワイソメ,246,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,No,No,Yes,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
Rhotano,ロータノ海,F!Stonescale,ロックスケイル,,,,,9 - 13,,Rat Tail,ラットの尾,,,Rat Tail,ラットの尾,500,1,1,!!!,Powerful,ストロングフッキング,,,,,,,,,,,No,Yes,No,5,,,,"(15s) x1 <img class=""iconMini"" src=""../img/fish/Deep-sea Eel.png"" alt=""ディープシーイール"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""ディープシーイール"" tabindex=""0""> + x1 <img class=""iconMini"" src=""../img/fish/Silencer.png"" alt=""サイレンサー"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""サイレンサー"" tabindex=""0"">",Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
Cieldalaes,シェルダレー諸島,Tortoiseshell Crab,トータスシェルクラブ,6 - 12,6 - 12,6 - 12,8 - 15,,,,,,,Krill,クリル,10,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,1,C,Crab,カニ,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Lady's Cameo,エドヴィアの指輪,12 - 22,12 - 22,12 - 22,14 - 26,,,,,,,Ragworm,イワイソメ,15,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,No,No,Yes,Thunder,雷,Thunderstorms,雷雨,,,,1,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,T!Metallic Boxfish,メタルボックス,5 - 11,5 - 11,5 - 11,9 - 14,,,,,,,Ragworm,イワイソメ,9,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,1,F,Fugu,フグ,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Goobbue Ray,グゥーブーレイ,17 - 27,17 - 27,12 - 22,18 - 27,,,,,,,Plump Worm,ファットワーム,33,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,2,,Manta,マンタ,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Watermoura,シーワモーラ,14 - 22,9 - 17,14 - 22,14 - 22,,,,,,,Krill,クリル,41,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,No,Yes,Thunder,雷,Thunderstorms,雷雨,,,,2,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,King Cobrafish,キングコブラフィッシュ,9 - 12,9 - 12,5 - 8,9 - 12,,,,,,,Plump Worm,ファットワーム,39,2,3,!!!,Powerful,ストロングフッキング,Yes,No,No,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,2,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Mamahi-mahi,ママヒマヒ,18 - 30,18 - 30,18 - 30,18 - 30,,,,,,,Plump Worm,ファットワーム,58,2,3,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,3,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Lavandin Remora,ラバンジンレモラ,16 - 26,16 - 26,16 - 26,16 - 25,,,,,,,Krill,クリル,52,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,3,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Spectral Butterfly,スペクトラルバタフライ,12 - 18,12 - 18,12 - 18,13 - 20,,,,,,,Ragworm,イワイソメ,100,1,1,!!!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,No,Thunder,雷,Thunderstorms,雷雨,,,,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,I!Cieldalaes Geode,シェルダレージオード,,13 - 26,,,,,,,,,Krill,クリル,246,1,1,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,4,,,,"(60s) x3 <img class=""iconMini"" src=""../img/fish/Metallic Boxfish.png"" alt=""メタルボックス"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""メタルボックス"" tabindex=""0"">",No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Titanshell Crab,タイタンシェルクラブ,2 - 3,2 - 3,2 - 3,4 - 6,4 - 6,,Squid Strip,イカの切り身,,,Krill,クリル,84,4,7,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,C,Crab,カニ,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Mythril Boxfish,ミスリルボックス,2 - 3,2 - 3,2 - 3,4 - 6,4 - 6,,Squid Strip,イカの切り身,,,Ragworm,イワイソメ,64,4,7,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,F,Fugu,フグ,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,T!Mistbeard's Cup,霧髭の盃,3 - 4,3 - 4,3 - 4,5 - 8,3 - 4,,Squid Strip,イカの切り身,,,Squid Strip,イカの切り身,84,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Anomalocaris Saron,アノマロカリス・サロン,3.5 - 6,3.5 - 6,3.5 - 6,6 - 9,3.5 - 6,,Squid Strip,イカの切り身,,,Squid Strip,イカの切り身,84,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Flaming Eel,フレイミングイール,,6 - 9,,9 - 11,6 - 9,,Squid Strip,イカの切り身,,,Krill,クリル,198,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,No,Yes,No,4,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Cieldalaes,シェルダレー諸島,T!Jetborne Manta,ジェットフライマンタ,2 - 3,2 - 3,2 - 3,4 - 6,4 - 6,,Squid Strip,イカの切り身,,,Plump Worm,ファットワーム,75,4,7,!!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,Manta,マンタ,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,シェルダレー諸島,Devil's Sting,デビルスティンガー,,7 - 11,,9 - 12,7 - 11,,Squid Strip,イカの切り身,,,Krill,クリル,201,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,No,No,4,,,,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Cieldalaes,シェルダレー諸島,Callichthyid,カリクティス,,,6 - 8,10 - 12,,,Squid Strip,イカの切り身,,,Plump Worm,ファットワーム,178,2,3,!!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,No,No,4,,,,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Cieldalaes,シェルダレー諸島,Meandering Mora,フローティング・モラ,,,7 - 9,9 - 11,,,Squid Strip,イカの切り身,,,Plump Worm,ファットワーム,283,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,No,Yes,No,4,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Cieldalaes,シェルダレー諸島,F!Hafgufa,ハーヴグーヴァ,,,,,9 - 12,,Squid Strip,イカの切り身,,,Squid Strip,イカの切り身,500,1,1,!!!,Powerful,ストロングフッキング,,,,,,,,,,,No,No,Yes,5,,,,"(15s) x2 <img class=""iconMini"" src=""../img/fish/Jetborne Manta.png"" alt=""ジェットフライマンタ"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""ジェットフライマンタ"" tabindex=""0""> + x1 <img class=""iconMini"" src=""../img/fish/Mistbeard_s Cup.png"" alt=""霧髭の盃"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""霧髭の盃"" tabindex=""0"">",Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No
Bloodbrine,緋汐海,Thaliak Crab,サリャクリバークラブ,4 - 7,4 - 7,4 - 7,7 - 11,,,,,,,Ragworm,イワイソメ,9,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,1,C,Crab,カニ,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Star of the Destroyer,ラールガーの星屑,7 - 13,7 - 13,7 - 13,10 - 17,,,,,,,Ragworm,イワイソメ,14,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,No,No,Yes,Rain,雨,Showers,暴雨,,,,1,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,True Scad,トゥルースキャッド,6 -10,6 - 10,6 - 10,9 - 14,,,,,,,Krill,クリル,8,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,1,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Blooded Wrasse,ブラッディハンプヘッド,12 - 17,12 - 17,7 - 12,12 - 17,,,,,,,Plump Worm,ファットワーム,35,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,No,Yes,Rain,雨,Showers,暴雨,,,,2,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Bloodpolish Crab,ブラッディポリッシュ,14 - 27,19 - 32,19 - 32,19 - 32,,,,,,,Ragworm,イワイソメ,28,4,7,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,2,C,Crab,カニ,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Blue Stitcher,ブルーニードル,8 - 11,3 - 6,8 - 11,8 - 11,,,,,,,Krill,クリル,30,2,3,!,Precision,プレシジョンフッキング,Yes,No,No,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,2,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Bloodfresh Tuna,ブラッディトゥーナ,14 - 21,14 - 21,14 - 21,14 - 21,,,,,,,Plump Worm,ファットワーム,43,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,3,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,T!Sunken Mask,サンクンマスク,14 - 22,14 - 22,14 - 22,14 - 22,,,,,,,Ragworm,イワイソメ,49,2,3,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,3,,,,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bloodbrine,緋汐海,Spectral Eel,スペクトラルイール,14 - 22,14 - 22,14 - 22,14 - 22,,,,,,,Krill,クリル,100,1,1,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,No,Rain,雨,Showers,暴雨,,,,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bloodbrine,緋汐海,I!Bareface,ベアフェイス,,8 - 15,,,,,,,,,Krill,クリル,326,1,1,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Rain,雨,Showers,暴雨,,,,4,,,,"(60s) x1 <img class=""iconMini"" src=""../img/fish/Sunken Mask.png"" alt=""サンクンマスク"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""サンクンマスク"" tabindex=""0"">",No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bloodbrine,緋汐海,Oracular Crab,オラクルクラブ,2 - 3,2 - 3,2 - 3,4 - 6,,,Pill Bug,ピルバグ,,,Ragworm,イワイソメ,102,4,7,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,No,No,4,C,Crab,カニ,,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Bloodbrine,緋汐海,Dravanian Bream,ドラヴァニアンブリーム,3 - 4,3 - 4,3 - 4,5 - 7,,,Pill Bug,ピルバグ,,,Krill,クリル,77,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Skaldminni,スコルドミンニー,,4.5 - 8,,7 - 10,,,Pill Bug,ピルバグ,,,Krill,クリル,102,4,7,!!,Powerful,ストロングフッキング,,,,,,,,,,,No,No,Yes,4,,Manta,マンタ,,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Bloodbrine,緋汐海,Serrated Clam,セレーテッドクラム,3 - 4,3 - 4,3 - 4,5 - 7,3 - 4,,Pill Bug,ピルバグ,,,Ragworm,イワイソメ,74,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,T!Beatific Vision,ビティフィックビジョン,2 - 3,2 - 3,2 - 3,5 - 7,2 - 3,,Pill Bug,ピルバグ,,,Pill Bug,ピルバグ,77,4,7,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Exterminator,エクスターミネーター,5.5 - 8,,,8 - 10,,,Pill Bug,ピルバグ,,,Ragworm,イワイソメ,255,4,7,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,No,No,4,C,Crab,カニ,,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Bloodbrine,緋汐海,Gory Tuna,ゴーリィトゥーナ,3 - 4,3 - 4,3 - 4,6 - 8,3 - 4,,Pill Bug,ピルバグ,,,Plump Worm,ファットワーム,92,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Ticinepomis,ティキネポミス,3 - 4,3 - 4,3 - 4,5 - 7,3 - 4,,Pill Bug,ピルバグ,,,Plump Worm,ファットワーム,92,2,3,!!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,Quartz Hammerhead,クォーツハンマーヘッド,,,7 - 9,9 - 11,,,Pill Bug,ピルバグ,,,Plump Worm,ファットワーム,460,2,3,!!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,Shark,サメ,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,緋汐海,F!Seafaring Toad,オーシャントード,,,,,9 - 12,,Pill Bug,ピルバグ,,,Pill Bug,ピルバグ,500,1,1,!!!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,No,No,5,,,,"(15s) x3 <img class=""iconMini"" src=""../img/fish/Beatific Vision.png"" alt=""ビティフィックビジョン"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""ビティフィックビジョン"" tabindex=""0"">",Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Rothlyt,ロズリト湾,Crow Puffer,パフィークロウ,3 - 6,3 - 6,3 - 6,5 - 9,,,,,,,Ragworm,イワイソメ,10,2,3,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,1,F,Fugu,フグ,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,T!Rothlyt Kelp,ロズリトケルプ,6 - 11,6 - 11,6 - 11,8 - 14,,,,,,,Ragworm,イワイソメ,10,3 - 4,5 - 7,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,1,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Living Lantern,ホオズキクラゲ,6 - 11,6 - 11,6 - 11,9 - 13,,,,,,,Krill,クリル,13,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,No,No,Yes,Thunder,雷,Thunderstorms,雷雨,,,,1,,Jellyfish,クラゲ,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Honeycomb Fish,ハニカムフィッシュ,12 - 23,17 - 28,17 - 28,17 - 27,,,,,,,Ragworm,イワイソメ,29,4,7,!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,2,F,Fugu,フグ,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Godsbed,海神の寝台,17 - 28,17 - 28,12 - 23,17 - 28,,,,,,,Plump Worm,ファットワーム,29,2,3,!!,Powerful,ストロングフッキング,Yes,No,No,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,2,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Lansquenet,ランスケネット,15 - 25,15 - 25,11 - 20,15 - 25,,,,,,,Plump Worm,ファットワーム,36,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,No,Yes,Thunder,雷,Thunderstorms,雷雨,,,,2,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Thavnairian Shark,サベネアンシャーク,12 - 17,12 - 17,12 - 17,12 - 17,,,,,,,Krill,クリル,44,2,3,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,3,,Shark,サメ,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Nephrite Eel,ネフライトイール,15 - 24,15 - 24,15 - 24,15 - 24,,,,,,,Krill,クリル,44,2,3,!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,3,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Spectresaur,スペクトラルザウルス,15 - 24,15 - 24,15 - 24,16 - 24,,,,,,,Plump Worm,ファットワーム,100,1,1,!!!,Powerful,ストロングフッキング,Yes,Yes,Yes,Yes,Yes,No,Thunder,雷,Thunderstorms,雷雨,,,,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,I!Ginkgo Fin,ギンコフィッシュ,11 - 18,,,,,,,,,,Ragworm,イワイソメ,238,1,1,!!!,Precision,プレシジョンフッキング,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,雷,Thunderstorms,雷雨,,,,4,,,,"(60s) x3 <img class=""iconMini"" src=""../img/fish/Rothlyt Kelp.png"" alt=""ロズリトケルプ"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""ロズリトケルプ"" tabindex=""0"">",No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Garum Jug,ガルームポット,2 - 3,2 - 3,2 - 3,4 - 6,,,,,,,Ragworm,イワイソメ,107,4,7,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,No,Yes,4,F,Fugu,フグ,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Rothlyt,ロズリト湾,Smooth Jaguar,シーパンサー,3 - 4,3 - 4,3 - 4,5 - 7,,3 - 4,,,M!Rothlyt Mussel,ロズリトムール,Plump Worm,ファットワーム,70,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,M!Rothlyt Mussel,ロズリトムール,3 - 4,3 - 4,3 - 4,5 - 7,,,,,,,Ragworm,イワイソメ,72,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Levi Elver,ジュヴナイル・リヴィ,2 - 3,2 - 3,2 - 3,4 - 6,,2 - 3,,,M!Rothlyt Mussel,ロズリトムール,Krill,クリル,75,2,3,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Pearl Bombfish,パールボム,,5 - 6,,7 - 9,,,,,,,Krill,クリル,237,4,7,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,No,Yes,4,F,Fugu,フグ,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Rothlyt,ロズリト湾,T!Trollfish,バシバシ,,,,,,3.5 - 6,,,M!Rothlyt Mussel,ロズリトムール,M!Rothlyt Mussel,ロズリトムール,202,2,3,!,Precision,プレシジョンフッキング,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,ロズリト湾,Panoptes,パノプテス,,,4.5 - 8,7 - 11,,7 - 11,,,M!Rothlyt Mussel,ロズリトムール,Plump Worm,ファットワーム,125,4,7,!!,Powerful,ストロングフッキング,,,,,,,,,,,Yes,No,No,4,,Manta,マンタ,,No,No,No,No,No,No,No,No,No,No,No,No,Yes
